Asset_Num,Serial_Number,Description,BU,BL,Asset_Life,Acquired,Acquisition_Cost,Total_Depn_Value,NBV,Current_Location,Type
F-LAC-AAANP-0010,USAU1846130,Lab Cabin Non-Pressurized,CEU,SWT,120,8/1/2014,"33,950.00","23,603.91","10,346.09",,lab  Cabin
I-PTP-AAA20-0038,18141,Pressure Test Pump Portable 20K,KIU,SWT,120,6/1/2012,"32,817.17","26,712.51","6,104.66",,Pressure Test Pump
I-PTP-AAA20-0041,18140,Pressure Test Pump Portable 20K,KIU,SWT,120,6/1/2012,"32,817.17","26,712.51","6,104.66",,Pressure Test Pump
F-LAC-AAANP-0017,SWT-WCB-006,Lab Cabin Non-Pressurized,KIU,SWT,120,7/20/2010,"18,000.00","17,234.28",765.72,Murtaka Base,lab  Cabin
E-STN-HYDRO-0105,SWT-FT-020/SEPL-N-245,Storage Tank 500 bbls Atmospheric Rectangular Hydrocarbon,KIU,SWT,120,4/1/2013,"32,000.00","22,899.88","9,100.12",Murtaka Base,Sto Tank
I-CIP-AAA10-0061,,Flomore Model 5024 Chemical Injection Pump,KIU,SWT,120,12/1/2018,"2,767.22",322.73,"2,444.49",Murtaka Base,Pump Chemical Injection
E-STN-HYDRO-0107,N247,Storage Tank 500 bbls Atmospheric Rectangular Hydrocarbon,KIU,SWT,120,4/1/2013,"32,000.00","22,899.88","9,100.12",Murtaka Base,Sto Tank
E-STN-HYDRO-0109,N249,Storage Tank 500 bbls Atmospheric Rectangular Hydrocarbon,KIU,SWT,120,4/1/2013,"32,000.00","22,899.88","9,100.12",DNO P-13,Sto Tank
E-STN-HYDRO-0110,N250,Storage Tank 500 bbls Atmospheric Rectangular Hydrocarbon,KIU,SWT,120,4/1/2013,"32,000.00","22,899.88","9,100.12",DNO P-13,Sto Tank
F-PIV-AAAAA-0001,,Piping Vice,CEU,SLS,120,1/31/2013,"8,581.80","8,331.37",250.43,,Instromentation
E-STN-HYDRO-0111,N251,Storage Tank 500 bbls Atmospheric Rectangular Hydrocarbon,KIU,SWT,120,4/1/2013,"32,000.00","22,899.88","9,100.12",DNO P-13,Sto Tank
I-BUH-H0314-0006,3HB-16,Burner 3 Heads 1440 psi,KIU,SWT,120,6/1/2014,"31,715.50","22,865.70","8,849.80",Murtaka Base,Burner
I-BUH-H0314-0007,3HB-17,Burner 3 Heads 1440 psi,KIU,SWT,120,6/1/2014,"31,715.50","22,865.70","8,849.80",Murtaka Base,Burner
I-VFS-AAA00-0013,SWT-FS-007A,Gas Flare Stack 60 ft.,KIU,SWT,120,9/1/2012,"31,000.00","23,066.23","7,933.77",,Flare Stack
I-RAS-CS137-0003,0091-14,RA Source MPFM Cs-137 74 MBq,CEU,SWT,120,5/1/2015,"30,444.41","18,335.79","12,108.62",Old Base,Radio Active Source
I-RAS-CS137-0004,0092-14,RA Source MPFM Cs-137 74 MBq,CEU,SWT,120,5/1/2015,"30,444.41","18,335.79","12,108.62",Old Base,Radio Active Source
I-RAS-CS137-0005,0090-14,RA Source MPFM Cs-137 74 MBq,CEU,SWT,120,5/1/2015,"30,444.41","18,335.79","12,108.62",Old Base,Radio Active Source
I-GAM-H0314-0037,17008,"Gas Manifold 3.00"" 1440 psi",CEU,SWT,120,11/1/2012,"30,266.03","26,056.73","4,209.30",,Gas Manifold
I-GAM-H0314-0038,MFD-ADB 17011,"Gas Manifold 3.00"" 1440 psi",CEU,SWT,120,11/1/2012,"30,266.03","26,056.73","4,209.30",,Gas Manifold
I-KOD-10028-4189,,Sparklet Flare Knock Out Drum 100 PSI 2.4' x 8.2',KIU,SWT,120,7/1/2014,"30,046.00","19,309.38","10,736.62",Murtaka Base,Knock Out Drum
I-EDP-ELECT-0037,3G151003/SWT-ETP-003-1,Transfer Electrical Pump 5000 BPD - RSP,KIU,SWT,120,12/1/2013,"29,833.48","24,437.24","5,396.24",,Pump Electrical
I-OIM-H0314-0023,MFD- 16007,"Oil Manifold 3.00"" 1440 psi",CEU,SWT,120,11/1/2012,"28,752.73","24,753.88","3,998.85",,Oil Manifold
I-OIM-H0314-0024,MFD- 16003,"Oil Manifold 3.00"" 1440 psi",CEU,SWT,120,11/1/2012,"28,752.73","24,753.88","3,998.85",,Oil Manifold
I-PTP-AAA10-0046,13079208,Pressure Test Pump Portable 10K,KIU,SWT,120,7/1/2014,"28,400.00","18,024.20","10,375.80",,PTP
I-PTP-AAA16-0013,CPP-PTP-102,Pressure Test Pump Portable 16K,KIU,SWT,120,11/1/2013,"27,990.00","18,468.21","9,521.79",,PTP
I-PTP-AAA15-0036,15022,Pressure Test Pump Portable 15K,KIU,SWT,120,9/1/2012,"27,500.00","21,664.04","5,835.96",,PTP
I-PTP-AAA15-0037,15020,Pressure Test Pump Portable 15K,KIU,SWT,120,9/1/2012,"27,500.00","21,664.04","5,835.96",,PTP
I-GIP-AAAAA-0019,SWT/KIU/0639/12/SI072853/1/2,Grease Injection Pump,KIU,SWT,120,12/1/2013,"26,782.63","17,548.01","9,234.62",,Grease injection
I-VFS-AAA60-0022,,Vertical Flare Stack Fabricate 60 ft,KIU,SWT,120,1/1/2019,"25,831.04","2,798.25","23,032.79",,Flare Stack
I-EDP-ELECT-0038,13G151004/SWT-ETP-004-2,Transfer Electrical Pump 5000 BPD - RSP,KIU,SWT,120,6/1/2012,"25,068.12","20,404.95","4,663.17",,Pump Electrical
F-AIC-AAAAA-0040,COMP - 811375,Air Compressor 425 CFM,KIU,SWT,120,6/1/2012,"25,000.00","20,349.40","4,650.60",,Air Compressor
I-OIM-H0314-0020,MFD-16005/SWT-OM-014,"Oil Manifold 3.00"" 1440 psi",KIU,SWT,120,6/1/2012,"23,000.00","18,341.77","4,658.23",Murtaka Base,Oil Manifold
I-ESD-AAAAA-0022,2230.01.11,ESD Panel,KIU,SWT,120,1/1/2014,"25,000.00","19,560.14","5,439.86",,ESD
I-ESD-AAAAA-0027,3367.01.13,ESD Panel,KIU,SWT,120,1/1/2014,"25,000.00","19,559.94","5,440.06",DNO P-13,ESD
I-EDP-ELECT-0055,D1741/SWT-ETP-007-1,Transfer Electrical Pump 4000 BPD - Traviani,KIU,SWT,120,11/1/2013,"13,647.54","9,005.00","4,642.54",Murtaka Base,Pump Electrical
I-PTP-AAA15-0007,TP200-ASF-150-V2-CR-1,Pressure Test Pump Portable 15K,KIU,SWT,120,6/1/2012,"25,000.00","20,349.40","4,650.60",,PTP
I-SSV-H0310-0015,SSV-110/740029-02,"Surface Safety Valve 3.00"" 10K",KIU,SWT,120,12/1/2015,"25,000.00","10,518.66","14,481.34",,SSV
I-EDP-ELECT-0052,DJ686/SWT-ETP-002-2,Transfer Electrical Pump 4000 BPD - Traviani,KIU,SWT,120,9/1/2011,"95,000.00","95,000.00",0.00,Murtaka Base,Pump Electrical
I-SSV-H0310-0024,126473/SWT-SSV-007,"Surface Safety Valve 3.00"" 10K",KIU,SWT,120,12/1/2015,"25,000.00","10,518.66","14,481.34",,SSV
I-SSV-H0310-0026,399834/SWT-SSV-004,"Surface Safety Valve 3.00"" 10K",KIU,SWT,120,12/1/2015,"25,000.00","10,518.66","14,481.34",Murtaka Base,SSV
H-BAH-HGAAA-0001,H-BAH-HGAAA-6003,Bailer Hydrostatic Set No 1 - KIU-SLS,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-BAP-HGAAA-0002,H-BAP-HGAAA-6004,Bailer Pump Set No. 1 - KIU-SLS,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-BAS-HHAAA-0003,H-BAS-HHAAA-6005,"Bailer Sand 2.50""",KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-BLB-HAAAA-0001,I-PBL-HGAAA-6001,Blind Box,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-BOH-HHRZB-0001,SER-06,"Bomb Hanger  RZB 2.25""",KIU,SLS,72,9/1/2011,"15,000.00","14,999.00",1.00,,#N/A
H-BRC-HHAAA-0001,SLS/KIU/3442/13/3796,"Broach Collapse Type c/w Slips 2.6"" - 2.99""",KIU,SLS,72,6/1/2014,"12,606.80","12,606.80",0.00,,#N/A
H-CST-HIAFO-0002,SLS/SIU/1186/11/58284-1,Collar Stop Set,KIU,SLS,72,5/1/2014,"8,120.33","8,120.33",0.00,,#N/A
H-EQS-HIAAA-0001,SER3,"Equalizing Sub 3-1/2""",KIU,SLS,72,9/1/2013,"6,799.49","6,798.49",1.00,,#N/A
H-EQS-HJAAA-0002,SER4,"Equalizing Sub 4-1/2""",KIU,SLS,72,9/1/2013,"2,510.00","2,509.00",1.00,,#N/A
H-JAR-HGHYD-0022,A215-2185-003-3,"Jar Power Peak 1-7/8""",CEU,SLS,72,12/1/2013,"26,580.74","26,579.74",1.00,,#N/A
H-JAR-HGHYD-0023,A215-2185-003-4,"Jar Power Peak 1-7/8""",CEU,SLS,72,12/1/2013,"26,580.74","26,579.74",1.00,,#N/A
H-KOT-AAAAA-0001,H-KOT-HHL2A-6005,"Kick Over Tool Type L 2-1/2""""",CEU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-LIB-HHAAA-0001,H-LIB-HHAAA-6007,Lead Impression Block Set,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-MAG-AAAAA-0001,H-MAG-HHAAA-6004,Magnet Tools Set No 1 KIU-SLS,KIU,SLS,72,4/1/2010,"22,338.00","22,338.00",0.00,,#N/A
H-MEP-AAAAA-0003,H-MEP-AHAAA-6004,Mechanical Perforator Set Type A,CEU,SLS,72,9/1/2011,"25,440.00","25,439.00",1.00,,#N/A
H-MGC-H1510-0001,,"Gauge Carrier Metrolog 1.5"" OD - SLS",KIU,SLS,72,3/31/2013,"57,974.00","57,973.00",1.00,,#N/A
H-NBO-AAAAA-0001,H-NBO-AAAAA-6001,No Blow Out Tool Set,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-OVE-AIGAA-0001,H-OVE-AIGAA-6002,Over Shot Set,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-PLB-HGRZG-0003,SER3,Plug Baker Type RZG 1.81,KIU,SLS,72,4/1/2010,"19,000.00","19,000.00",0.00,,#N/A
H-PLB-HHFWG-0001,SER-07,"Plug Baker Type FWG 2.75""",KIU,SLS,72,8/31/2010,"17,000.00","17,000.00",0.00,,#N/A
H-PLB-HIPXN-0006,H-PLO-HIPXN-6003,"Plug Otis Type PX-PXN 3.813""",KIU,SLS,72,7/31/2010,"32,000.00","32,000.00",0.00,,#N/A
H-PRN-HHPXX-0006,SET,"Prong Tool Type PXX Set 2.75""",KIU,SLS,72,1/31/2013,"69,197.00","69,197.00",0.00,,#N/A
H-PUT-HAAAA-0009,H-PUT-HHAHD-6050,Pulling Tool JD Set No. 1 KIU-SLS,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-PUT-HGAGS-0001,SER-03,"Pulling Tool Type GS 2.00""",KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-PUT-HHAGS-0002,GS-01,"Pulling Tool Type GS 3.00""",KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-PUT-HIAGS-0003,SER-13,"Pulling Tool Type GS 4.00""",KIU,SLS,72,5/1/2014,"3,423.00","3,423.00",0.00,,#N/A
H-QMG-ASP10-0026,21636,Memory Gauge Quartz 10K - Spartek,KIU,SLS,72,12/1/2014,"17,463.57","16,574.18",889.39,GKPI,Memory Gauges
H-QMG-ASP10-0031,21818,Memory Gauge Quartz 10K - Spartek,KIU,SLS,72,11/1/2013,"15,400.00","15,399.90",0.10,GKPI,Memory Gauges
H-QMG-ASP10-0034,21821,Memory Gauge Quartz 10K - Spartek,KIU,SLS,72,1/1/2014,"18,580.50","18,580.40",0.10,Old Base,Memory Gauges
I-SSV-H0310-0030,385156/SWT-SSV-015,"Surface Safety Valve 3.00"" 10K",KIU,SWT,120,12/1/2015,"25,000.00","10,518.80","14,481.20",Murtaka Base,SSV
H-QMG-ASP10-0050,21922,Memory Gauge Quartz 10K - Spartek,KIU,SLS,72,2/1/2015,"14,630.00","12,554.12","2,075.88",GKPI,Memory Gauges
H-SMG-AME15-0024,25711,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,000.00","24,999.00",1.00,Old Base,Memory Gauges
H-SMG-AME15-0025,26097,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,000.00","24,999.00",1.00,Old Base,Memory Gauges
H-SMG-AME15-0012,26106,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,1/1/2014,"15,000.00","14,999.00",1.00,Old Base,Memory Gauges
H-SMG-AME15-0006,26216,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,Old Base,Memory Gauges
H-SMG-AME15-0007,26217,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,Old Base,Memory Gauges
H-SMG-AME15-0008,26227,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,1/1/2014,"15,000.00","14,999.00",1.00,Roseneft,Memory Gauges
H-SMG-AME15-0009,26280,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,1/1/2014,"15,000.00","14,999.00",1.00,Roseneft,Memory Gauges
H-SMG-AME15-0010,26300,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,1/1/2014,"15,000.00","14,999.00",1.00,Old Base,Memory Gauges
H-SMG-AME15-0014,26552,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,7/1/2015,"11,216.95","4,050.25","7,166.70",Old Base,Memory Gauges
H-SMG-AME15-0019,26554,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,7/1/2015,"11,216.95","4,050.25","7,166.70",Metrolog Lab,Memory Gauges
H-SMG-AME15-0018,26555,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,7/1/2015,"11,216.95","4,050.25","7,166.70",Metrolog Lab,Memory Gauges
H-SMG-AME15-0016,26556,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,7/1/2015,"11,216.95","4,050.25","7,166.70",Metrolog Lab,Memory Gauges
H-SMG-AME15-0022,26558,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,7/1/2015,"11,216.95","4,050.25","7,166.70",Metrolog Lab,Memory Gauges
H-SMG-AME15-0017,26571,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,7/1/2015,"11,216.95","4,050.25","7,166.70",Old Base,Memory Gauges
H-SMG-AME15-0023,26576,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,7/1/2015,"11,216.95","4,050.25","7,166.70",Metrolog Lab,Memory Gauges
H-SMG-AME15-0015,26578,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,7/1/2015,"11,216.95","4,050.25","7,166.70",Old Base,Memory Gauges
H-SMG-AME15-0021,26581,Memory Gauge Piezoresistive 15K - Metrolog,KIU,SLS,72,7/1/2015,"11,216.95","4,050.25","7,166.70",Metrolog Lab,Memory Gauges
H-QMG-AME15-0059,30653,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,GKPI,Memory Gauges
H-QMG-AME15-0070,30658,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,Old Base,Memory Gauges
H-QMG-AME15-0064,30811,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,GKPI,Memory Gauges
H-QMG-AME15-0060,30818,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,Old Base,Memory Gauges
H-QMG-AME15-0067,30834,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,GKPI,Memory Gauges
H-QMG-AME15-0063,30839,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,GKPI,Memory Gauges
H-QMG-AME15-0068,30840,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,Old Base,Memory Gauges
H-RUT-HGAC1-0001,SER-01,"Running Tool Type C1 2.00""",KIU,SLS,72,8/31/2010,"14,000.00","14,000.00",0.00,,#N/A
H-RUT-HHAC1-0002,SER-04,"Running Tool Type C1 2.50""",KIU,SLS,72,1/31/2013,"3,545.52","3,545.52",0.00,,#N/A
H-RUT-HHAC1-0003,11978396 RI,"Running Tool Type CL 2.50""",CEU,SLS,72,9/1/2015,"5,619.00","4,405.37","1,213.63",,#N/A
H-RUT-HHARA-0008,SER-9,"Running Tool Type R 2.313""""",KIU,SLS,72,10/1/2011,"15,098.31","15,097.31",1.00,,#N/A
H-RUT-HHAXA-0010,SER-3,"Running Tool Type X 2.313""""",KIU,SLS,72,8/31/2010,"16,000.00","16,000.00",0.00,,#N/A
H-RUT-HHAXA-0011,SER-10,"Running Tool Type X 2.813""",KIU,SLS,72,9/1/2013,"3,545.52","3,544.52",1.00,,#N/A
H-RUT-HIAXA-0013,2615/13/754993-2,"Running Tool Type X 3.813""",KIU,SLS,72,5/1/2014,"6,434.00","6,434.00",0.00,,#N/A
H-SHA-HAAAA-0001,,Shock Absorber Set,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-SHT-HHABA-0047,SER-2,"Shifting Tool Type B 3.813""",KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-SHT-HHABA-0048,SER-8,"Shifting Tool Type BO 3.813""",KIU,SLS,72,9/1/2013,"2,450.00","2,449.00",1.00,,#N/A
H-SHT-HHABA-0049,SER-9,"Shifting Tool Type BO 3.813""",KIU,SLS,72,1/31/2013,"2,450.00","2,450.00",0.00,,#N/A
H-SHT-HHABA-0054,,"3.813"" X-Selective Shifting Tool .",KIU,SLS,72,9/1/2017,"2,495.00","1,004.54","1,490.46",,#N/A
H-QMG-AME15-0065,30977,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,GKPI,Memory Gauges
H-QMG-AME15-0081,30978,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,000.00","24,999.00",1.00,GKPI,Memory Gauges
H-QMG-AME15-0056,30984,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,GKPI,Memory Gauges
H-QMG-AME15-0057,30985,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,Old Base,Memory Gauges
H-QMG-AME15-0083,30995,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,000.00","24,999.00",1.00,Old Base,Memory Gauges
H-QMG-AME15-0066,31009,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,GKPI,Memory Gauges
H-QMG-AME15-0062,31010,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,GKPI,Memory Gauges
H-QMG-AME15-0082,31011,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,000.00","24,999.00",1.00,Old Base,Memory Gauges
H-QMG-AME15-0058,31012,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,1/1/2014,"25,884.95","25,883.95",1.00,GKPI,Memory Gauges
H-QMG-AME15-0072,31227,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,7/1/2015,"25,884.95","9,346.90","16,538.05",GKPI,Memory Gauges
H-QMG-AME15-0073,31263,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,7/1/2015,"25,884.95","9,346.90","16,538.05",Old Base,Memory Gauges
H-QMG-AME15-0071,31271,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,7/1/2015,"25,884.95","9,346.90","16,538.05",Old Base,Memory Gauges
H-QMG-AME15-0076,31305,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,7/1/2015,"25,884.95","9,346.90","16,538.05",Old Base,Memory Gauges
H-QMG-AME15-0074,31306,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,7/1/2015,"25,884.95","9,346.90","16,538.05",GKPI,Memory Gauges
H-QMG-AME15-0078,31308,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,7/1/2015,"25,884.95","9,346.90","16,538.05",Old Base,Memory Gauges
H-QMG-AME15-0079,31374,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,7/1/2015,"25,884.95","9,346.90","16,538.05",Old Base,Memory Gauges
H-QMG-AME15-0080,31378,Memory Gauge Quartz 15K - Metrolog,KIU,SLS,72,7/1/2015,"25,884.95","9,346.90","16,538.05",Old Base,Memory Gauges
H-SPP-HHAPK-0003,ASSY-A351-2200-002-04,"Sim Plug Peak 2-7/8""",KIU,SLS,72,4/1/2010,"20,550.00","20,550.00",0.00,,#N/A
H-SPP-HIAPK-0006,ASSY-A351-2720-100,"Sim Plug Peak 3-1/2""",KIU,SLS,72,3/31/2013,"31,342.00","31,341.00",1.00,,#N/A
H-SPP-HJAPK-0010,ASSY-A351-3650-100,"Sim Plug Peak 4-1/2""",KIU,SLS,72,4/1/2010,"18,000.00","18,000.00",0.00,,#N/A
H-STS-AAAAA-0027,SLS/KIU/2994/13/3315-1,SLS Tool Set No. 1 KIU,KIU,SLS,72,5/1/2014,"175,067.55","175,067.55",0.00,,#N/A
H-STS-AAAAA-0030,SLS/KIU/2994/13/3315-2,SLS Tool Set No. 2 KIU,KIU,SLS,72,5/1/2014,"175,746.26","175,746.26",0.00,,#N/A
H-STS-AAAAA-0032,SLS/KIU/3038/13/759158-1,SLS Tool Set No. 3 KIU,KIU,SLS,72,2/1/2015,"72,975.58","68,474.27","4,501.31",,#N/A
H-STS-AAAAA-0039,AEUK-13B272,SLS Tool Set No 4 KIU,KIU,SLS,72,8/1/2014,"58,880.00","55,318.33","3,561.67",,#N/A
H-SUA-HAAGU-0001,H-SUA-HGAGU-6001,Shear Up Adaptor Type GU Set No.1 KIU-SLS,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-SWH-HA108-0013,92997,"Wire 0.108"" Mechanical SUPA75 25,000 ft. (Mounted on Unit)",CEU,SLS,36,5/1/2014,"18,169.25","18,169.25",0.00,,#N/A
H-SWH-HA108-0015,93013,"Wire 0.108"" Mechanical SUPA75 25,000 ft. (Mounted on Unit)",CEU,SLS,36,5/1/2014,"18,169.25","18,169.25",0.00,,#N/A
H-SWH-HA108-0017,93007,"Wire 0.108"" Mechanical SUPA75 25,000 ft. (Mounted on Unit)",CEU,SLS,36,5/1/2014,"18,169.25","18,169.25",0.00,,#N/A
H-SWH-HA108-0058,KIU-SLS-W01-103499,"Wire 0.108"" Mechanical SAN26MO 20,000 ft. (Mounted on Unit)",KIU,SLS,36,5/1/2014,"13,840.00","13,840.00",0.00,,#N/A
H-SWH-HA125-0024,6746,"Wire 0.125"" Mechanical GD31MO 25,000 ft.",KIU,SLS,36,7/1/2015,"24,225.00","10,093.37","14,131.63",,#N/A
H-SWH-HA125-0027,6514,"Wire 0.125"" Mechanical GD31MO 25,000 ft.",KIU,SLS,36,9/1/2015,"23,754.61","10,557.21","13,197.40",,#N/A
H-SWH-HA732-0036,84921-103499,"Wire 7/32"" Braided SUPA75 25,000 ft. (Mounted on Unit)",KIU,SLS,36,5/1/2014,"75,112.05","75,112.05",0.00,,#N/A
H-SWH-HA732-0037,84992,"Wire 7/32"" Braided SUPA75 25,000 ft. (Mounted on Unit)",CEU,SLS,36,5/1/2014,"75,112.05","75,112.05",0.00,Moved to KSU,#N/A
H-SWH-HA732-0038,84923,"Wire 7/32"" Braided SUPA75 25,000 ft. (Mounted on Unit)",CEU,SLS,36,5/1/2014,"75,112.05","75,112.05",0.00,Moved to KSU,#N/A
H-SWH-HA732-0039,84839,"Wire 7/32"" Braided SUPA75 25,000 ft. (Mounted on Unit)",CEU,SLS,36,5/1/2014,"75,112.05","75,112.05",0.00,,#N/A
H-SWH-HA732-0040,84924,"Wire 7/32"" Braided SUPA75 25,000 ft. (Mounted on Unit)",CEU,SLS,36,5/1/2014,"75,112.05","75,112.05",0.00,,#N/A
H-SWH-HA732-0045,1312/14,"Wire 7/32"" Braided Std 25,000 ft.",CEU,SLS,36,5/1/2014,"49,222.98","49,221.98",1.00,,#N/A
H-SWH-HA732-0046,1312/15,"Wire 7/32"" Braided Std 25,000 ft.",CEU,SLS,36,5/1/2014,"49,222.98","49,221.98",1.00,,#N/A
H-SWH-HA732-0047,1312/15,"Wire 7/32"" Braided Std 25,000 ft.",CEU,SLS,36,5/1/2014,"49,222.98","49,221.98",1.00,,#N/A
H-SWM-HHAAA-0001,SWBM-01,"Swabbing Manderal 2-7/8""Tubing",KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-SWT-HAAAA-0001,,Swage Tool Set,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-TOB-HAAAA-0001,,Tool Brush Set,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-WIF-HAAAA-0001,H-WIF-HHAAA-6003,Wire Finder Set No. 1 KIU,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
H-WIF-HAAAA-0002,,Wire Finder Set No. 2 KIU,KIU,SLS,72,9/1/2011,"15,900.00","15,899.00",1.00,,#N/A
I-SSV-H0310-0033,283592,"Surface Safety Valve 3.00"" 10K",CEU,SWT,120,12/1/2015,"25,000.00","10,518.80","14,481.20",,SSV
D-DWT-AAAAA-0019,SWT/KIU/0639/12/SI072853/3/4/5/6,Dead Weight Tester 15K,KIU,SWT,120,12/1/2013,"24,411.63","15,877.29","8,534.34",,Instromentation
H-QMG-ASP10-0045,21915,Memory Gauge Quartz 10K - Spartek,KIU,SWT,72,2/1/2015,"14,630.00","12,554.12","2,075.88",GKPI,Memory Gauges
I-GAM-H0314-0043,MFD-ADB-109,"Gas Manifold 3.00"" 1440 psi",KIU,SWT,120,6/1/2012,"23,000.00","18,341.77","4,658.23",,Gas Manifold
I-OIM-H0314-0007,MFD-105,"Oil Manifold 3.00"" 1440 psi",KIU,SWT,120,6/1/2012,"23,000.00","18,342.05","4,657.95",,Oil Manifold
I-SEP-H0314-0020,J765/V288/SWT-SEP-006,Separator 3 Phase 1440 psi (Mounted on Trailer),KIU,SWT,120,11/1/2013,"358,991.42","236,871.67","122,119.75",P-10,Separator
E-STN-HYDRO-0091,SEPL-N-388,Storage Tank 500 bbls Atmospheric Rectangular Hydrocarbon,KIU,SWT,120,6/1/2014,"61,633.51","40,932.20","20,701.31",Murtaka Base,Sto Tank
I-OIM-H0314-0028,MFD-E-A6367-1/11,"Oil Manifold 3.00"" 1440 psi",KIU,SWT,120,6/1/2012,"23,000.00","18,341.77","4,658.23",,Oil Manifold
I-OIM-H0314-0030,MFD-ADB-17002,"Oil Manifold 3.00"" 1440 psi",KIU,SWT,120,6/1/2012,"23,000.00","18,341.77","4,658.23",,Oil Manifold
I-CRO-AAAAA-0011,SWT-SIU-CO-005,Cross over set No. 5 SIU-SWT,KIU,SWT,120,5/1/2014,"22,814.83","18,282.08","4,532.75",,Cross Over
